osm_type;osm_id;internal_id;query
node;6432389295;0x130e456ecb0f6583:0xeacf846c6b045019;eeet well, Triq Mercanti
way;341313261;0x130e457071fdfeb9:0x2c417664ababf34b;St. Julian's Court Block B, Triq Alfons Maria Galea, STJ 1041, St. Julian's
node;5912087490;0x130e4574b09970bf:0x32bbf63b30fd29a3;Luggage storage, Triq Santa Lucija 15 a
node;6087610879;0x130e457d01cbd787:0x4eb9af52943ffe9;Gentleman's Barbershop, Triq Tas-Sliema
node;6350314799;0x130e4585dd27ab1d:0x5d65e809c355ec26;Smart Wash, Triq H. Calleja Schembri
node;6203028470;0x130e45895bee5527:0xe8f49e48afc42596;AJ's Cafe, Rue D'Argens, L-Imsida
node;6235800256;0x130e4596aabee79f:0xa6f38efbf42368bc;Zwiit Cravings Cafe, Tower Road 270
node;4479091289;0x130e4598596e8d2b:0x43f6e2b616e63750;School, Triq Edgar Bernard
node;5894677146;0x130e4598c07492e5:0x9fa2008b94ef797a;Euronet ATM, Rue D'Argens
node;6750508448;0x130e45996b0e7e2b:0x770d176154dde77e;e-cars, Triq Testaferrata
node;6647886796;0x130e459b8a7b38d5:0x4e7957d9a765103f;Bluwash, Msida Circus
node;6202175885;0x130e45a7fb6c4a9f:0x27e8e3c728481e0b;Mediterranean Court, Ix-Xatt ta' Tigné
node;7257539382;0x130e45a877704d01:0x1ee1c38b61cb435;Tenda, Triq Santa Luċija 49, Valletta
node;7159073122;0x130e45ace1d5e8eb:0x854cc7b82338e1f6;Coffee Circus Porto, Rue d'Argens 149
node;6247417466;0x130e45b521f64cc9:0x67eb424136f2b37f;Storie & Sapori, The Strand
node;5896612781;0x130e45b851c46ccf:0xfbd10402dd10d95c;J&M Self service, Triq Manoel de Vilhena
way;452006838;0x130e45b881ee0cb3:0x815bf9218665a089;Triq il-Kbira, SLM 1540, Tas-Sliema
node;7159231287;0x130e45c1181fd3fd:0x93f602ef0142f5a9;Alchemy, steait street
way;969910543;0x130e45c5446d5a55:0x3468146135bd003e;Embassy of Palestine, Triq il-Modd 52, SWQ 2371, Is-Swieqi
node;7875641867;0x130e45c673fd5947:0x7c68c4a7f8c40e40;Ben Estates, Triq Ta' L-Ibraġġ, Is-Swieqi
node;2803444951;0x130e45c7184665cb:0x485d43d4c4a00726;Mr. Maxims, Lower Ross Street 1, St. Julian's
node;5755709021;0x130e45c87f7ffb31:0x2ad6d227a51befcc;Dolceria Micallef valletta, Triq San Pawl 339
node;6376173561;0x130e45cfa450552b:0xac7668fa5429a5cd;Avotaco, Triq l-Abate Rigord
node;7058225070;0x130e45d44104bd6d:0x1ad3a7fbd4e2fcb6;Decathlon, Triq It-tigrija Al, Qormi MRS 2912
node;6039720625;0x130e45d711ae29f1:0x81b2aef357ef7ddf;Gzira Self Service, Triq Ir-Rebha 61
way;172649839;0x130e45d92e754a17:0x118ea42d87972b87;The Podium, Triq San Mark
node;6647786926;0x130e45e418165649:0x77ed969dd22f2849;Water point, Triq Il-Punent
node;6945631475;0x130e45e4579941f1:0x355b52205004f4f;Zen to Go, Triq San Gorg, Ta' Xbiex
node;6558354107;0x130e45eafa81a8e7:0xc67f03deaf58c0ec;The Thirsty Lawyer, Strait Street 97-98, Valletta
node;6573898726;0x130e45f7737c3c73:0xed572ae174d22a93;Porsche, Triq Testaferrata, L-Imsida
node;6511616070;0x130e45f77fcac6d3:0xb536513b02420562;L'angolo, Triq ir-Rebha
node;7214697888;0x130e45fd44eb6229:0xe7f639fb0bdac132;Tikkas Thai Street Food, Triq In-Naxxar 43, 9033
relation;12663145;0x130e45fdae3d42ad:0x3167b62842dcbaf;St. Monica School, Triq Maria Teresa Spinelli, GZR 1713, Il-Gżira
way;279285991;0x130e4b09ca6d40e9:0x4911fc8dd0b0d628;Amabile Cauchi, Għajnsielem
node;759231967;0x130e4b1011b2d685:0x7811ff0ace37d15b;Blue Waters Dive Cove, Qala
node;759183319;0x130e4b179cfaf81f:0x5750b4318868896a;Ur Choice Supermarket, Triq il-Forn
node;3818694412;0x130e4b18f932a4db:0x8ebd34401f8eaa4a;Il-Wileġ Bed and Breakfast, Triq il-Mithna 54, QLA 1914, Qala
node;759221676;0x130e4b18fe24593f:0xfd74b0983cf26ae2;Il Wileġ Restaurant, Triq il-Wileg 33, QLA 1930, Qala
way;292135059;0x130e4b19dd343357:0x2439a8ffd7beda81;Qala
node;4482552860;0x130e4b2273600755:0x143b183c0c82644c;Qala Repose, Triq ta'Cini, Qala
node;2956190652;0x130e4b292ef49aaf:0x67b274fbf4f9f570;Nadur
way;311874891;0x130e4b4846aecd11:0x4ab28992ef07b1a7;Grand Hotel Gozo, Mgarr
way;311874888;0x130e4b4896a4ee8d:0x5c8f87ddf11811e0;Gleneagles, Mgarr
way;239809025;0x130e4c0dbd4161b9:0x4d149349a901fc3b;Ray's Lido Restaurant, MLH02, Little Armier Bay
node;436544919;0x130e4c2cd3aef931:0x6bf0542bf7496a83;Santa Marija Service Station, Triq il-Kbira 268, Mellieħa
node;5986545685;0x130e4c2d331ba895:0xd0c669819d0dffcc;Mellieha Judo Club, Triq il-Garzella, MLH2021, Mellieħa
node;7234694904;0x130e4c2d33591391:0xd110befcd19f5801;Tomorrow's Home, Triq il-Kbira 222, Mellieħa
node;7234694905;0x130e4c2d5568f0cb:0xbc4915987722f720;Miracle foods, Triq il-Kbira 238, Mellieħa
way;778983958;0x130e4c2f67dbf1d9:0x71f12a3da422fd0;Triq J Kepler 19, Il-Mellieħa
way;283412226;0x130e4c32e1a30159:0xebd0a55dfb4557b0;Mellieħa
way;291194491;0x130e4c334c62e6dd:0xff8b437d53ba1d70;Schere Café Bar, Triq Sant' Anna, MLH1022, Mellieħa
node;464766507;0x130e4c335c93e933:0xaad87a3935f057ae;Bank of Valletta, Triq Ġorġ Borg Olivier 34, MLH 1025, Mellieħa
node;6331046185;0x130e4c3389cba067:0x63e7163d69611b60;Grotto, Triq Santa Rita
way;24274819;0x130e4c3411d54475:0xb2e34284c2090fb4;Mellieha Parish Church, Triq is-Santwarju, Il-Mellieħa
node;3267981682;0x130e4c341df9485d:0xbad01379001d66a0;Sea View Bar, Road Salvinu Vella
node;7271658213;0x130e4c34a15bc647:0x93622a7e50f5fb5d;Mellieha Local Council, Triq il-Mitħna l-Ġdida 126, MLĦ 1107, Mellieħa
node;6297835300;0x130e4c34a8a5f917:0xc11336802c51b826;Start Computers, Triq il-Mitħna l-Ġdida 108, MLH1106, Mellieħa
node;6298039166;0x130e4c34a9a3e5ff:0xc3855658c36b5d8a;Mellieha Post Office, Triq Il-Mitħna l-Ġdida, Mellieħa
way;318213609;0x130e4c34eabc0e6f:0x6f763b4de61e52e1;Dar il-Madonna tal-Mellieha, Triq il-Qalb Imqaddsa, Mellieħa
node;4695528889;0x130e4c37de54f917:0xebd3bfa3a1171244;Seashell Diving Centre, Triq il-Marfa
way;388179870;0x130e4c37e0d16561:0xfee8232fd293ec6b;Tunnynet, Triq il-Marfa, Il-Mellieħa
way;422428405;0x130e4c4426621fad:0x4969909a5bace8ed;Munchies Mellieha Bay, Triq il-Marfa, Il-Mellieħa
way;33550741;0x130e4c641c37e851:0x521a52c83ed0528e;Triq il-Marfa Dar Betsajda, Cirkewwa
node;4158309892;0x130e4c89f42d38fb:0xae0fae075a74fbfe;Paradise Diving, Triq il-Marfa, Mellieha
node;7253124801;0x130e4d05cfd7b10f:0x23723d70357b62c5;Citadel, Triq tas-Salib 7
node;7815046588;0x130e4d615ec07bb5:0x28442b0a5d68417f;Bouquet Garni, Triq Ġorġ Borg Olivier 4
node;1187919665;0x130e4d970a124fcb:0x63401bdd462dcc1e;Apple's Eye, Golden Bay
node;2945938142;0x130e4dd2ad1e1b57:0xad36227f0ebeea13;Crosskeys, Triq il-Kbira, Mellieħa
node;5363881822;0x130e4dd2b3523d5d:0x98eed2ed38dcb1ec;Valyou Supermarket, Triq il-Kbira
node;7043195286;0x130e4dd333ef6553:0xb516013f36bca752;Green Valley Supermarket, Triq Il-Fortizza
node;4617839206;0x130e4dec349f735b:0x57e2cc8b0a0afcc6;Ta' Celita - Sunny Bar and Restaurant, Triq Sir Harry Luke 1, MGR 1502, L-Imġarr
way;414212212;0x130e4df09b8768e9:0x876ddf2a693d7e8d;Mġarr
node;1292872948;0x130e4e2a83097b09:0x47f83be3f6238a7f;Triq il-Mosta
node;4763796722;0x130e4e2b9083fe19:0x619ee783d17120c8;Miracle Foods, Triq Nikol Muscat, Il-Mosta
node;1160033749;0x130e4e2dd6f56479:0x500fdca2c4de89a6;Kentish Fried Chicken, Triq Il-Kostituzzjoni, Il-Mosta
node;4639414707;0x130e4e2e3bdeed81:0x27377b4a2ced8dd5;Adam's Fish Shop, Triq Il-Kostituzzjoni 333B, Il-Mosta
node;5139640122;0x130e4e2e6b6a1ad7:0x99b9afbe0ec27f43;Iceland Supermarket, Triq Il-Kostituzzjoni
way;222768515;0x130e4e2f72f64521:0x2cc3f9f5f932eff3;Dar San Ġużepp, Triq il-Missjunarji Maltin
node;5415944325;0x130e4e2f993ffac7:0x88f2be9b88bbfd01;Ta' Bistra Catacombs, Triq Francesco Napuljun Tagliaferro
node;2731400625;0x130e4e2fae476709:0x6619f03a93874ca4;Triq il-Missjunarji Maltin
way;469643129;0x130e4e3210bcfcfb:0xd086e7c68a1a055d;Lidl, Triq Id-Difiza Civili, MST 1743, Mosta
way;668824115;0x130e4e32ba96b583:0x363b6582ad310eb4;RS2, Triq il-Fortizza, Il-Mosta
way;157085939;0x130e4e379a1a150f:0x45de3e4014094915;Sherries Estates, Triq Burmarrad, Burmarrad
node;6948495485;0x130e4e58215fee53:0xbaaa2dc97cbf5e9b;Made in Sicily, Triq Il-Korp Tal-Pijunieri
way;153019336;0x130e4e5852d850f7:0x966200d4f6e7c3cd;Hotel Oriana, Triq Ċensu Tanti
node;4596640103;0x130e4e585638c67f:0xff9b0a39dab8684e;Eurosaver, Triq Ċensu Tanti, Buġibba
node;5740986021;0x130e4e592cef22ad:0x1a5bafef8f46c4f9;Alpha School of English, Triq l-Arznell
node;4393028507;0x130e4e5ec9c89439:0xe48ebc5a03239d52;The Dounut Factory, Triq il-Mosta, St Paul`s Bay
node;4103565289;0x130e4e5edce6663f:0x4dc54329c9358440;Fins and Gills, Triq il-Mosta
node;4314010489;0x130e4e5ee87159a1:0x98cd88e5932acb36;Gandhi Tandoori, Triq il-Mosta
node;7272881032;0x130e4e60f9a5cd75:0x3f650ca7e6bb7392;Dinky Fingers, Triq San Pawl 493
node;7273355994;0x130e4e637f22365d:0x750d31877696ad1e;Kunsill Lokali San Pawl il-Baħar, SPB 3418
way;367557633;0x130e4e698d84e505:0x600c991898dd0537;San Pawl il-Baħar
node;2931244770;0x130e4e7911c37b85:0x9b4f3e7abd79f289;Xemxija Pitstop, Xemxija
node;5466292623;0x130e4e793a048f0d:0x3f086236829824b4;Porto del sol, Telgħet ix-Xemxija
node;2931342556;0x130e4e793c84eb67:0x843e703f8079ecd;Munchy Monkey, Ix-Xemxija
node;7273355997;0x130e4e8027c3be77:0x389b028693a0d25a;Selmun Bar & Restaurant, Triq Selmun 36
node;7040068485;0x130e4ef66c1e1e2d:0x292ec7ea0869aff2;Hornblower Cruises, Dawret il-Gzejjer, 2508
node;6652721198;0x130e4ef78da97e95:0xb5b765554150b916;Choco Kebab Cafe, Triq Sant' Antnin 228
node;7039318490;0x130e4ef7b4ec9d25:0x848879590343bcb7;Trattoria 'a Lanterna, Triq San Xmun 160, 2575
node;1422403323;0x130e4ef7c2bf4e6d:0xb9b07b521633437e;Whyte Harte, Gandoffli 74
node;4929511121;0x130e4ef7fe8ea9e7:0x9aaab4c79172716c;Compass Car Hire, Qroll
node;7728052155;0x130e4ef81a2c1967:0xea4a65879009c93f;The Donut Factory, Triq il-Ħalel 85, Bugibba
node;2246530243;0x130e4ef86062c03f:0xb4432304c32e2ad3;Munchies Shak Bar, Triq it-Turisti
node;4450923389;0x130e4ef8e29d4951:0x61ebafaf4c3ef425;La Sorpresa, Triq it-Turisti
node;4232165889;0x130e4ef9229d4033:0x4604cde135a4c898;The George, Triq it-Turisti
node;297019799;0x130e4ef939ddb53d:0x1e3fc59880ade56e;Trolees, Triq il-Merluzz
node;4122664974;0x130e4ef953694989:0x28a62d013df9e16f;Park lane aparthotel, Triq il-Maskli
way;275577212;0x130e4efd1fe908d5:0x8db8cd849c4a7d71;Malta National Aquarium, Triq it-Trunċiera, SPB 1500
node;5310405621;0x130e4efe39e7ec9f:0x3f5062b49039a1ca;Zigumar Restaurant, Triq il-Luzzu
way;275577214;0x130e4efeacf38dfd:0xf75291cdd87456dc;Qawra
node;5054440752;0x130e4eff6d36c7f1:0xcae82007b0e874b2;Hotel Soreda, Andrew Cunningham Street, Qawra SPB 1744
way;131354712;0x130e4f05e703882f:0x59e7538d23884899;The Westin Dragonara Resort, Triq Dragunara, STJ 3143, St Julian
node;7273355996;0x130e4f0fdbf6ff9f:0xae1cd25ba3ed237;Wines & Co., Xemxija Hill 39, Ix-Xemxija
node;6659934687;0x130e4f20cfe24543:0xdac22ce22fa281b5;Bukkun, Triq il-Kbira 150
node;7796129385;0x130e4f2d60cf67af:0x756f610a461eca23;Triq Geronimo Abos 109
way;184066124;0x130e4f4b34fbe811:0x7ce0d478db7709cf;Pjazza s-16 ta' Settembru, MST, Mosta
node;4361798990;0x130e4f65201408ed:0x61580026a03a145d;Saint Anne's clinic, Triq il-Karmnu
node;5857541685;0x130e4f6ee5a6f2df:0x4889a30dd6ee8c0c;Charity Shop, Triq Ġorg Borġ Olivier
node;7272881009;0x130e4f91fe6e6c0f:0x1dfcb48c25acb71c;B. Grima & Sons Ltd., Triq Jean De La Cassiere, SPB 3138, St Paul`s Bay
way;276440053;0x130e4f99110a2a09:0x508995f71142a5c9;Gnien Santa Marija tal-Angli, Baħar iċ-Ċagħaq
way;275699955;0x130e4f9b74bc8e0f:0xc327573ed2019f98;Malta Marine Park, Tul il-kosta, NXR 9038, Bahar ic-Caghaq
node;6367991575;0x130e4fb67695ce27:0x9944157299f1c30d;Good Earth, Triq Il-Kbira
node;767819773;0x130e4fc28f897ca1:0xdd8f7d2213e44444;Valyou Superstore, Triq il-Parroċċa, Naxxar
node;4339070695;0x130e4fc325b17461:0x95c83a7a1746c2c6;BRASS@KNUCKLE, Oratorju
node;4255831989;0x130e4fc4b75ba3db:0x5135dac2cdf34ac8;Knights in Malta B&B, Triq Santa Lucija 138
node;4249212489;0x130e4fca681ffe7d:0x293f347eb385e823;HomeTrends Baby & Kids, Taz-Zwejt, SGN3000
node;7881276839;0x130e4fcccd33c337:0x2da7a02d05f41421;ABC Diving, Triq il-Fekruna, San Pawl il-Baħar
node;5244173697;0x130e4fd07082e90b:0x1b4747242357eaf6;Maypole Confectionery, Vial Il-21 Settembru, In-Naxxar
way;656161079;0x130e4fd0be62a6bd:0x1149537ceb0b1a1e;Ċentru Pastorali Sant'Andrija, Triq Il-Kostituzzjoni, Il-Mosta
node;7878465350;0x130e4fd20d9f2ec7:0xe555b9633830e58a;Maltco, Vjal il-Qalbiena Mostin, Il-Mosta
node;7878465351;0x130e4fd20e0cf90f:0x1f1eb8b96f68f508;Maypole Confectionery, Vjal il-Qalbiena Mostin, Il-Mosta
node;5371888758;0x130e4fd26221bf3f:0x9884abc9f13c6eb8;Santa Margerita Pharmacy, Vjal il-Qalbiena Mostin, Il-Mosta
way;307522300;0x130e4fd3892dd7b9:0xc7e94747c3647e86;Mosta
node;455230993;0x130e4fd4a32fceab:0xed9785c11c14a590;Save Wise Supermarket, Triq Wied Is-Sir
node;7119482285;0x130e4fd4cc6d016f:0xd2112d38414cfeeb;La Tartine, 11/12 Pjazza Rotonda II- Mosta MST 9042 , Malta, 9042
node;6338246485;0x130e4fd4cce2550b:0x1a7f3a2c81a6c253;The Cake Box, Triq il-Kbira
node;1164067689;0x130e4fd4ccf85dc7:0xee24b5a44c5fed94;APS Bank, Il-Pjazza tar-Rotunda, Mosta
node;5910424886;0x130e4fd6de09dd05:0xeb23aa7527424778;PolMalta Polish Shop St. Julian’s, 3A Lapsi Street
way;364342779;0x130e4fd7e1a0956f:0xd230a0363f33b630;PAMA Supermarket, Valletta Road, MST 9017, Mosta
way;623835160;0x130e4fd802f5edaf:0xcd126328d6d5d41c;Halmann Vella Ltd., Triq Il-Mosta The Factory, LJA9016, Ħal Lija
node;4674495365;0x130e4fd90e696f5f:0x5a3110fec2bfde86;Yue, Labour Avenue, NXR9027, Naxxar
node;7862897515;0x130e4fdb91832f25:0xafd5b32ec15fbfd5;Cathedral Optical, Triq Kananea, Ħ'Attard
node;2916175996;0x130e4fdf4b6d5ce5:0x8ebf4975a52b570b;Subaru Malta, Triq Il-Mosta Lia Buildings, LJA 9012, Lija
way;279281503;0x130e4fdff8dc2339:0x3b1b154cf8bf6644;Ħal Lija
node;4202052052;0x130e4fe1d586f1d1:0x7136240fcea7a97f;Teamsport, Triq Dun Karm, IKL 9022, Iklin
way;276452020;0x130e4fe25ad166bf:0x61e6d03f74653f62;Pjazza Ninu Cremona, Iklin
way;33684627;0x130e4fe83aaed341:0x413c1b8d4a4fc53b;Palazzo Parisio & Gardens, Victory Square 29, NXR 1700, Naxxar
node;2826228093;0x130e4fe91620695b:0x28313bd97cad1ff3;Naxxar
way;344980591;0x130e4feec09fd5c7:0xcfc0ed14f53c2358;Solar Solutions, Triq Tal-Balal 2, San Gwann
node;7272881004;0x130e4fef60fac185:0xa5513672e8caed8;Nutrition House, Triq il-Lampuki 59
node;4107217889;0x130e4fefa7951cbf:0x1bf284bfdb22b8cf;Bitmac Ltd, Tal-Balal
way;284055477;0x130e4ff1c213e70f:0x814814b509f6273f;Liaco Limited, Triq Il-Mosta Lia Buildings, LJA 9012, Lija
way;414225078;0x130e4ff3541941ef:0xa1353e4df0a5df61;Gharghur
way;366449067;0x130e4ff51ccf8015:0x3795c815687af4ee;Il-Kappella ta' Sant'Anna, Pjazzetta Sant' Anna, Ħ'Attard
node;3261416104;0x130e4ff824eed1d3:0x7df93a393fb75b72;The Corner Office, Triq Il-Kapuccini, San Gwann
node;4249210790;0x130e4ff92b9a5503:0x79cda2559d2daa7f;HomeTrends, Taz-Zwejt, SGN3000
node;7171400970;0x130e4ffde36ed2bf:0x8a338177224455f2;Inspire Charity Shop, Triq Tumas Fenech 40, Birkirkara
node;7046358668;0x130e4ffde8e3ecf7:0x5a50b6900a0489ab;Lighthouse kitchen and Lounge, 9 ta' Frar 1799 10, SGN 9020, San Gwann
node;4369083010;0x130e4fffff2f713b:0x5a8a3b48a8dc4859;TechPoinT, Triq Dun Karm Techpoint, Birkirkara
node;4223244990;0x130e5001a9b4e7eb:0x2ec8119371106a1c;The Shipwreck, Triq S Sommier, BKR4611
node;2796468608;0x130e50034b3d7b69:0xedf5f6e1b7c80361;HSBC Bank Malta - Balzan Branch, Triq Idmejda, Ħal Balzan
node;7891274981;0x130e50038aa21329:0x85e5728a036a51b5;Marco Shoe Store, Triq Fleur-de-Lys, Birkirkara
node;1312748120;0x130e50040a9915dd:0x82881968034aa872;Brown's Pharmacy, Triq Fleur-de-Lys 32, Birkirkara
node;1836683009;0x130e50040b1b82e7:0xd651d16fc0b09e96;Bank of Valletta, Triq Fleur-de-Lys 411, BKR 9061, Birkirkara
node;2618254103;0x130e5005aba4dced:0x1140109f478eaf31;Light Design Solutions, Emmanuel Schembri Street, BKR1810, Birkirkara
node;4502639289;0x130e5007378bdfdf:0x504b44d5b20209df;Urban Jungle Birkirkara, Triq Salvu Psaila, BKR 9077
way;172135629;0x130e5007480d6fc5:0xd7c4c93b396b1931;Media Consulta House, Triq Salvu Psaila 150
node;1312748136;0x130e50074fb787a1:0xea80d2cd48af767b;Eurosport, Psaila
node;1312748152;0x130e50075a8b4307:0x9ea4ea4167b125a2;The Sound Machine, Triq Salvu Psaila
way;287685703;0x130e5008211749a5:0xba4a34cf25063655;Dar il-Ħanin Samaritan, Triq il-Palazz l-Aħmar, Santa Venera
way;358589994;0x130e5008b6e4efa9:0x81f65a0e9ac2ac70;Triq Salib Tal-Imriehel
node;4464810689;0x130e5008d52669ef:0x69bd2dd80f0031c4;Malta Gaming Authority, Smart City Malta SCM 02-03 Lvl4, SCM 1001
node;4281421677;0x130e500a110901c9:0x8c982872a978a4f4;F Zammit Garden Centre, Triq Valletta, F. Zammit Garden Centre, Qormi
way;350468934;0x130e500f0620aa47:0x597a89fde8fb97b7;NMArrigo Ltd., Triq L-Intornjatur, Birkirkara
way;361526239;0x130e500f448dff97:0x7d6f7c562e1469b0;ESS Ltd., Triq San Ġwakkin, BKR3000, Mriehel
way;192267207;0x130e500f4699f973:0x6d7c46b9e052342a;Alberta Group, Triq San Ġwakkin, BKR3000, Mriehel
way;251460365;0x130e500fbc7b2df7:0xa72648b5a7fecc2;GFI Software, Territorials, BKR 3000, Imriehel
way;46110025;0x130e5010109e65f3:0xb9d056ee65a3c1e0;PM Hobby, Mriehel Bypass, BKR3000, Birkirkara
node;983409433;0x130e5018907aada1:0x6133f32ae2659ab0;Mezzanin Wine Bar, Ħal Balzan
node;983409426;0x130e5018e6794179:0xdd2d86140d6244ca;Zmerc Pub, Triq Birbal, Hal Balzan
node;7862890282;0x130e5018e6bfbe05:0x264d4a6d052d5daf;Mint Health & Dental, Triq Birbal, Ħal Balzan
node;7891274979;0x130e501905fcd915:0xd9fe88c64301a318;Triq il-Ferrovija il-Qadima, Birkirkara
node;7862890281;0x130e501939bac8b5:0xedffb322df0f75b0;Quest, Triq Birbal 135, Ħal Balzan
way;402745524;0x130e50198f843937:0xfcb22a7d75e291f1;Embassy of Libya, Triq L-Imdina, Balzan
way;843938948;0x130e501a5cf8e895:0x9893cd1619157f44;Malta Financial Services Authority, Triq L-Imdina, Birkirkara
way;343261732;0x130e501b7becc7ef:0x980aa91e30ad60e2;St Aloysius College Sixth Form, Triq il-Kullegg, Birkirkara
node;7862897510;0x130e501c0f1ff8eb:0xa17fe6d8a815be45;TechWorld, Triq il-Kbira 40, Ħal Balzan
node;2798737980;0x130e501c796b79d7:0xb0d7ddd3e1260f6f;Costa, Ħal Balzan
node;2798830347;0x130e501e669f3691:0xaaa6a2e5cc195468;Cosecasa, Ħal Balzan
node;5302299578;0x130e501e75226387:0x560111d92a120bc2;Smart, Triq In-Naxxar, Ħal Balzan
node;2798830341;0x130e501ea8def389:0x8276729784bd91ef;Il-Qronfla, Ħal Balzan
node;2798830340;0x130e501ea8ea0933:0xf162790b59279283;Balzan Pharmacy, Ħal Balzan
node;7876352104;0x130e501ec424ed3d:0x71aa019725471eb3;TACS Malta, Triq il-Kbira, Ħal Balzan
node;2798808850;0x130e501edc293539:0x57d234a4f3716ccb;Balzan Youths Football Club, Ħal Balzan
node;2798809898;0x130e501edd9decfd:0x8d0a466f53a94444;Rojolin, Ħal Balzan
node;2798809897;0x130e501edeb641d3:0xd891bdf171924463;Socjeta Filarmonika Marija Annunzjata Balzan A.D. 1890, Ħal Balzan
node;2796466412;0x130e501edf050a9f:0xe0e4423de6026281;Balzan Police Station, Triq it-Tlett Knejjes, Ħal Balzan
node;803668891;0x130e501ee7fa576f:0x23e5988281d1eed1;Kola Store, Triq il-Kbira, Ħal Balzan
way;222341546;0x130e501f18c18787:0xb5b1f71a74f335;Balzan Parish Church, Triq il-Kbira, Ħal Balzan
node;804649383;0x130e501f196b133f:0x563a6e80caea7bc2;Fra Guzeppe Wine Bar, Triq Dun Spir Sammut, Ħal Balzan
node;2796469742;0x130e501f1c2f7dbb:0x9c8f6926175863cd;Steve Stationery and Bazaar, Triq Dun Spir Sammut, Ħal Balzan
node;7762575885;0x130e501f23c55555:0x82790cba3d52e693;Carolina's Petit Cafe, Pjazza Bertu Fenech 79/80, Balzan, Malta
node;2798808849;0x130e501f3dfd8447:0xffd5a33d81c1ba1b;Kazin tal-Banda San Gabriel, Ħal Balzan
node;7862897511;0x130e501f40f1890b:0xa75afba4047ea063;Aurora Hall, Triq il-Kbira, Ħal Balzan
node;2798786293;0x130e501f46b03041:0x253ac7a299790c1e;Talaham.com Butcher Shop, Triq San Valentin 1, Ħal Balzan
way;488414476;0x130e501f5b879a5f:0xf7b5436dffeb9de8;Church of the Assumption of the Blessed Virgin Mary, Triq il-Kbira, Ħal Balzan
way;469899974;0x130e501fa18f9b6b:0x75eef1b7091b07d0;Triq Antonio Bosio, L-Imsida
way;397511479;0x130e50202f5b17fb:0x588cbd489208654d;Malta University Residence, Triq Robert Mifsud Bonnici, Ħal Lija
node;988303882;0x130e502052f70097:0x696ac2181887f689;Balzan/ Lija Post Office, Mikelang Borg, Ħal Lija
way;387009977;0x130e50205649d695:0xc1e547fc97d48cce;Villa Macedonia, Ħal Balzan
node;2798800156;0x130e5021e49c306f:0xab6fcc044e0d082a;Skarpoli, Ħal Balzan
node;3560043385;0x130e5021ebe8f32d:0x3b93df73a0abb641;Attard
way;275472003;0x130e50221d5aaadd:0x2af771042479ccc6;Casa Borg, Ħal Balzan
node;7862890280;0x130e50224b0d37f3:0x55db566e57f91fae;Berġa tas-Saħħa ta' Ħ'Attard, Triq Birkirkara, Ħ'Attard
way;283731821;0x130e502269935033:0x7bb1bfa3734b7c4;Ġnien Ħal Warda, Ħ'Attard
node;7876352100;0x130e502345fa652d:0xb1f5ad53c1c8a4bb;American Embassy Residence, Triq Sant'Anton, Ħ'Attard
node;2798910077;0x130e5023c9f8fc83:0xdf60a0de7ea38db6;President's Kitchen Gardens, Ħal Balzan
node;7862897517;0x130e5024e2754cfd:0x54d4dd6035665002;Dr. Trevor's Veterinary Clinic, Triq Kananea 56, Ħ'Attard
way;289909248;0x130e502823a2053d:0xd73a232bede3f681;PAMA Shopping Mall, Valletta Road, MST 9017, Mosta
way;554854869;0x130e5029a57d12f3:0xf11cedd1c10104d3;Triq Il-Waqqafa, 4486, Mosta
way;486101152;0x130e502a8da3f22f:0xae565d5a01c2f8ea;Il-Gzari Blk A4
node;7849420164;0x130e502ffb3b126f:0xba8c31fb5b14a2dd;APS Bank, Triq Santa Katerina, ATD 2609, Ħ'Attard
node;7880588539;0x130e50302c1097e7:0x3e49ec087a01b625;AtoZ Electronics, Triq il-Pitkali 70, Ħ'Attard
node;7880588546;0x130e5031da68c6a1:0x37db3da17d7da65f;Conimex, Triq il-Pitkali, Ħ'Attard
node;7880011200;0x130e5031da8a9ceb:0x63cd344e9188f2e5;Exquisito, Triq il-Pitkali, Ħ'Attard
node;7880011213;0x130e5031dcc026bd:0x26cbdcc06148665c;Sports Experience, Triq il-Pitkali 74, Ħ'Attard
node;7053110992;0x130e5031dd7b66ef:0x478fe4c1088bcd5f;Misraħ Kola Pharmacy, Triq il-Pitkali, Ħ'Attard
node;7880011232;0x130e5031e5564785:0x616f620b821daee1;Coldwell Banker, Triq il-Pitkali, Ħ'Attard
node;7880011233;0x130e5031fa7ed2f5:0x9bb6ba4136a4b38b;Cassia Ironmongery, Triq il-Pitkali, Ħ'Attard
node;7880588566;0x130e503210ef4489:0xef18c797e086b0e7;Phoenix Chinese Restaurant & Take-away, Triq il-Pitkali, Ħ'Attard
node;7876352101;0x130e50335702be51:0x9663864c6eb34a6c;Farmer's Deli Organic Bistro, Triq Sant'Anton, Ħ'Attard
node;7843709415;0x130e503aaffb2f0f:0x2919dbdade8045c0;M4 Pharmacy, Triq il-Linja, Ħ'Attard
node;7843709416;0x130e503ab0d26417:0x620f40fb4f20b8b9;Spells, Triq Il-Linja, Ħ'Attard
way;840580462;0x130e503ab11d88db:0x15f2c15ff9ab8f42;M4 Shopping Complex, Triq Il-Linja, Ħ'Attard
node;7862506073;0x130e503ace8646a3:0x2a3c33769819b7d8;Excel Homes, Triq Il-Linja, Ħ'Attard
